outlet_name_allsides,source_type_allsides,bias_allsides,url_allsides,url_cleaned
My Colorado Springs News,News Media,Center,https://www.allsides.com/news-source/my-colorado-springs-news-media-bias,mycoloradospringsnews.com
My High Plains KAMR,News Media,Center,https://www.allsides.com/news-source/my-high-plains-kamr-media-bias,myhighplains.com
My Panhandle News,News Media,Center,https://www.allsides.com/news-source/my-panhandle-news-media-bias,mypanhandle.com
My Rye,News Media,Center,https://www.allsides.com/news-source/my-rye-media-bias,myrye.com
My Wabash Valley,News Media,Center,https://www.allsides.com/news-source/my-wabash-valley-media-bias,mywabashvalley.com
NAACP,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/naacp-media-bias,naacp.org
Naples Daily News,News Media,Center,https://www.allsides.com/news-source/naples-daily-news-media-bias,naplesnews.com
Nashville Post,News Media,Center,https://www.allsides.com/news-source/nashville-post-media-bias,nashvillepost.com
National Abortion and Reproductive Rights Action League,,Center-Left,https://www.allsides.com/news-source/national-abortion-and-reproductive-rights-action-league,reproductivefreedomforall.org/about/history
National Catholic Register,News Media,Right,https://www.allsides.com/news-source/national-catholic-register-media-bias,ncregister.com
National Coalition for Dialogue and Debate,Dialogue & Debate,Center,https://www.allsides.com/news-source/national-coalition-dialogue-and-debate-media-bias,ncdd.org
National Committee to Preserve Social Security and Medicare,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/national-committee-preserve-social-security-and-medicare,ncpssm.org
National Conference of State Legislatures,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/national-conference-state-legislatures-media-bias,ncsl.org
National Constitution Center,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/national-constitution-center-media-bias,constitutioncenter.org
National Federation of Independent Business,Think Tank / Policy Group,Center-Right,https://www.allsides.com/news-source/national-federation-independent-business-media-bias,nfib.com
National Federation of Independent Businesses,,Center-Right,https://www.allsides.com/news-source/national-federation-independent-businesses,nfib.com/news/national-news-releases
National Geographic,News Media,Center,https://www.allsides.com/news-source/national-geographic-media-bias,nationalgeographic.com
National Institute for Civil Discourse,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/national-institute-civil-discourse-media-bias,nicd.arizona.edu
National Interest,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/national-interest,nationalinterest.org
National Journal,News Media,Center,https://www.allsides.com/news-source/national-journal,nationaljournal.com
National Organization for Women,,Center-Left,https://www.allsides.com/news-source/national-organization-women,now.org/media-center/now-in-the-news
National Post,News Media,Center-Right,https://www.allsides.com/news-source/national-post-media-bias,nationalpost.com
National Review (News,News Media,Center-Right,https://www.allsides.com/news-source/national-review,nationalreview.com/news
National Review (Opinion,News Media,Right,https://www.allsides.com/news-source/national-review-opinion-media-bias,nationalreview.com
National Review Fact Check,Fact Check,Right,https://www.allsides.com/news-source/forgotten-fact-checks-national-review-media-bias,nationalreview.com/forgotten-fact-checks
National Rifle Association,,Center-Right,https://www.allsides.com/news-source/national-rifle-association,nraila.org/news
National Right to Life Committee,,Center-Right,https://www.allsides.com/news-source/national-right-life-committee,nrlc.org/news
National Taxpayers Union,,Center-Right,https://www.allsides.com/news-source/national-taxpayers-union,ntu.org/publications/detail/todays-taxpayers-news
Nature.com,News Media,Center,https://www.allsides.com/news-source/naturecom-media-bias,nature.com
Nautilus Quarterly,News Media,Center,https://www.allsides.com/news-source/nautilus-quarterly-media-bias,nautil.us
Navigator Research,Reference,Left,https://www.allsides.com/news-source/navigator-research-media-bias,navigatorresearch.org
NBC 10 Boston,News Media,Center-Left,https://www.allsides.com/news-source/nbc-10-boston-media-bias,nbcboston.com
NBC 12 WWBT,News Media,Center,https://www.allsides.com/news-source/nbc-12-wwbt-media-bias,nbc12.com
NBC 15 WMTV,News Media,Center,https://www.allsides.com/news-source/nbc-15-wmtv-media-bias,nbc15.com
NBC 29 WVIR,News Media,Center,https://www.allsides.com/news-source/nbc-29-wvir-media-bias,nbc29.com
NBC 4 WCMH,News Media,Center,https://www.allsides.com/news-source/nbc-4-wcmh-media-bias,nbc4i.com
NBC 5 Chicago,News Media,Center,https://www.allsides.com/news-source/nbc-5-chicago-media-bias,nbcchicago.com
NBC 5 Plattsburgh,News Media,Center,https://www.allsides.com/news-source/nbc-5-plattsburgh-media-bias,mynbc5.com/local-news
NBC 7 San Diego,News Media,Center-Left,https://www.allsides.com/news-source/nbc-7-san-diego-media-bias,nbcsandiego.com
NBC Connecticut,News Media,Center-Left,https://www.allsides.com/news-source/nbc-connecticut-media-bias,nbcconnecticut.com
NBC Montana,News Media,Center,https://www.allsides.com/news-source/nbc-montana-media-bias,nbcmontana.com
NBC News Digital,News Media,Center-Left,https://www.allsides.com/news-source/nbc-news-media-bias,nbcnews.com
NBC Today Show,News Media,Center-Left,https://www.allsides.com/news-source/nbc-today-show,today.com
NECN,News Media,Center-Right,https://www.allsides.com/news-source/necn-media-bias,necn.com/news/local/new-hampshire
Network for Responsible Public Policy,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/network-responsible-public-policy-media-bias,nfrpp.org
Nevada Appeal,News Media,Center,https://www.allsides.com/news-source/nevada-appeal-media-bias,nevadaappeal.com
Nevada Current,News Media,Center,https://www.allsides.com/news-source/nevada-current-media-bias,nevadacurrent.com
New Discourses,News Media,Center,https://www.allsides.com/news-source/new-discourses-media-bias,newdiscourses.com
New Economy Working Group,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/new-economy-working-group,ips-dc.org
New Hampshire Bulletin,News Media,Center,https://www.allsides.com/news-source/new-hampshire-bulletin-media-bias,newhampshirebulletin.com
New Hampshire Public Radio,News Media,Center,https://www.allsides.com/news-source/new-hampshire-public-radio-media-bias,nhpr.org
New Hampshire Union Leader,News Media,Center,https://www.allsides.com/news-source/union-leader,unionleader.com
New Haven Register,News Media,Center,https://www.allsides.com/news-source/new-haven-register-media-bias,nhregister.com
New Jersey Globe,News Media,Center,https://www.allsides.com/news-source/new-jersey-globe-media-bias,newjerseyglobe.com
New Jersey Hills Media Group,News Media,Center,https://www.allsides.com/news-source/new-jersey-hills-media-group-media-bias,newjerseyhills.com
New Jersey Local News,News Media,Center,https://www.allsides.com/news-source/new-jersey-local-news-media-bias,newjerseylocalnews.com
New Jersey Monitor,News Media,Center-Left,https://www.allsides.com/news-source/new-jersey-monitor-media-bias,newjerseymonitor.com
New Mexico In Depth,News Media,Center,https://www.allsides.com/news-source/new-mexico-depth-media-bias,nmindepth.com
New Orleans City Business,News Media,Center,https://www.allsides.com/news-source/new-orleans-city-business-media-bias,neworleanscitybusiness.com
New Pittsburgh Courier,News Media,Left,https://www.allsides.com/news-source/new-pittsburgh-media-bias,newpittsburghcourier.com
New Republic,News Media,Left,https://www.allsides.com/news-source/new-republic,newrepublic.com
New Rockford Transcript,News Media,Center,https://www.allsides.com/news-source/new-rockford-transcript-media-bias,newrockfordtranscript.com
New York Daily Gazette,News Media,Center,https://www.allsides.com/news-source/new-york-daily-gazette-media-bias,newyorkdailygazette.com
New York Daily News,News Media,Left,https://www.allsides.com/news-source/new-york-daily-news,nydailynews.com
New York Focus,News Media,Center,https://www.allsides.com/news-source/new-york-focus-media-bias,nysfocus.com
New York Magazine,News Media,Left,https://www.allsides.com/news-source/new-york-magazine,nymag.com
New York Post (News,News Media,Center-Right,https://www.allsides.com/news-source/new-york-post,nypost.com
New York Post (Opinion,News Media,Right,https://www.allsides.com/news-source/new-york-post-opinion-media-bias,nypost.com/opinion
New York Times (News,News Media,Center-Left,https://www.allsides.com/news-source/new-york-times,nytimes.com
New York Times (Opinion,News Media,Left,https://www.allsides.com/news-source/new-york-times-opinion-media-bias,nytimes.com/section/opinion
New York Times Fact Check,Fact Check,Center-Left,https://www.allsides.com/news-source/new-york-times-fact-check-media-bias,nytimes.com/spotlight/fact-checks
Newark Post,News Media,Center,https://www.allsides.com/news-source/newark-post-media-bias,newarkpostonline.com
News & Citizen,News Media,Center,https://www.allsides.com/news-source/news-citizen-media-bias,vtcng.com/news_and_citizen
News 12 Connecticut,News Media,Center,https://www.allsides.com/news-source/news-12-connecticut-media-bias,connecticut.news12.com
News 12 New Jersey,News Media,Center,https://www.allsides.com/news-source/news-12-new-jersey-media-bias,newjersey.news12.com
News 4 Jax,News Media,Center,https://www.allsides.com/news-source/news-4-jax-media-bias,news4jax.com
News 8000,News Media,Center,https://www.allsides.com/news-source/news-8000-media-bias,news8000.com
News 9 Oklahoma,News Media,Center,https://www.allsides.com/news-source/news-9-oklahoma-media-bias,news9.com
News Center Maine,News Media,Center-Left,https://www.allsides.com/news-source/news-center-maine-media-bias,newscentermaine.com
News Channel 6 Wichita Falls,News Media,Center,https://www.allsides.com/news-source/news-channel-6-wichita-falls-media-bias,newschannel6now.com
News Dakota,News Media,Center,https://www.allsides.com/news-source/news-dakota-media-bias,newsdakota.com
News Letter Journal,News Media,Center,https://www.allsides.com/news-source/news-letter-journal-media-bias,newslj.com
News Literacy Project,Reference,Center,https://www.allsides.com/news-source/news-literacy-project-media-bias,newslit.org
News One,News Media,Center-Left,https://www.allsides.com/news-source/news-one-media-bias,newsone.com
News Radio 1200 WOAI,News Media,Center,https://www.allsides.com/news-source/news-radio-1200-woai-media-bias,woai.iheart.com
NewsBreak,News Media,Center-Left,https://www.allsides.com/news-source/newsbreak-media-bias,newsbreak.com/headlines
NewsBusters,News Media,Right,https://www.allsides.com/news-source/newsbusters,newsbusters.org
Newsday,News Media,Center,https://www.allsides.com/news-source/newsday-media-bias,newsday.com
Newsmax (News,News Media,Right,https://www.allsides.com/news-source/newsmax,newsmax.com
Newsmax - Opinion,News Media,Right,https://www.allsides.com/news-source/newsmax-opinion-media-bias,newsmax.com/insiders
NewsNation,News Media,Center,https://www.allsides.com/news-source/newsnation-media-bias,newsnationnow.com
NewsOne,News Media,Left,https://www.allsides.com/news-source/newsonecom-media-bias,newsone.com
NewsSourceOne,News Media,Center,https://www.allsides.com/news-source/newssourceone-media-bias,example.com
Newstimes,News Media,Center,https://www.allsides.com/news-source/newstimes-media-bias,newstimes.com
Newsweek,News Media,Center,https://www.allsides.com/news-source/newsweek,newsweek.com
Newsweek Fact Check,Fact Check,Center,https://www.allsides.com/news-source/newsweek-fact-check-media-bias,newsweek.com/topic/fact-check
Newtrals,News Media,Center,https://www.allsides.com/news-source/newtrals-media-bias,newtrals.com
NHPR,News Media,Center,https://www.allsides.com/news-source/nhpr-media-bias,nhpr.org/nh-news
Nicholas Chronicle,News Media,Center,https://www.allsides.com/news-source/nicholas-chronicle-media-bias,nicholaschronicle.com
Nieman Lab,News Media,Center,https://www.allsides.com/news-source/nieman-lab-media-bias,niemanlab.org
Nixon Center,,Center-Right,https://www.allsides.com/news-source/nixon-center,millercenter.org/the-presidency/educational-resources/first-domino-nixon-and-the-pentagon-papers
NJ Spotlight News,News Media,Center-Left,https://www.allsides.com/news-source/nj-spotlight-news-media-bias,njspotlightnews.org
nj.com,News Media,Center,https://www.allsides.com/news-source/njcom-media-bias,nj.com
NMPolitics.net,News Media,Center,https://www.allsides.com/news-source/nmpoliticsnet,nmpolitics.net
No Labels,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/no-labels,nolabels.org
NORC,Reference,Center-Left,https://www.allsides.com/news-source/norc-media-bias,norc.org
Norfolk Daily News,News Media,Center,https://www.allsides.com/news-source/norfolk-daily-news-media-bias,norfolkdailynews.com
North Carolina Health News,News Media,Center-Left,https://www.allsides.com/news-source/north-carolina-health-news-media-bias,northcarolinahealthnews.org
North Country Public Radio,News Media,Center-Left,https://www.allsides.com/news-source/north-country-public-radio-media-bias,northcountrypublicradio.org
North Escambia News,News Media,Center,https://www.allsides.com/news-source/north-escambia-news-media-bias,northescambia.com
North Jersey News,News Media,Center,https://www.allsides.com/news-source/north-jersey-news-media-bias,northjersey.com
North Wright County Today,News Media,Center,https://www.allsides.com/news-source/north-wright-county-today-media-bias,northwrightcounty.today
northcentralpa.com,News Media,Center,https://www.allsides.com/news-source/northcentralpacom-media-bias,northcentralpa.com
Northern Virginia Magazine,News Media,Center,https://www.allsides.com/news-source/northern-virginia-magazine-media-bias,northernvirginiamag.com
Northwest Arkansas Democrat Gazette,News Media,Center,https://www.allsides.com/news-source/northwest-arkansas-democrat-gazette-media-bias,nwaonline.com
Northwest Arkansas Democrat Gazette,News Media,Center,https://www.allsides.com/news-source/springdale-morning-news,nwaonline.com
NowThis News,News Media,Center-Left,https://www.allsides.com/news-source/nowthis-news-media-bias,nowthisnews.com
NPR (Online News,News Media,Center-Left,https://www.allsides.com/news-source/npr-media-bias,npr.org
NPR (Opinion,News Media,Center-Left,https://www.allsides.com/news-source/npr-editorial,npr.org/sections/opinion
NPR Fact Check,Fact Check,Center-Left,https://www.allsides.com/news-source/npr-fact-check-media-bias,npr.org
NPR Illinois,News Media,Center-Left,https://www.allsides.com/news-source/npr-illinois-media-bias,nprillinois.org
NPR Utah KUER,News Media,Center,https://www.allsides.com/news-source/npr-utah-kuer-media-bias,kuer.org
NTD,News Media,Center-Right,https://www.allsides.com/news-source/ntd-media-bias,ntd.com
Nutfield News,News Media,Center,https://www.allsides.com/news-source/nutfield-news-media-bias,nutfieldnews.net
NYNMedia,News Media,Left,https://www.allsides.com/news-source/nynmedia-media-bias,nynmedia.com
Oakland Press,News Media,Center,https://www.allsides.com/news-source/oakland-press,theoaklandpress.com
Occupy Democrats,News Media,Left,https://www.allsides.com/news-source/occupy-democrats-media-bias,occupydemocrats.com
Odessa American,News Media,Center,https://www.allsides.com/news-source/odessa-american-media-bias,oaoa.com
Ohio Capital Journal,News Media,Center-Left,https://www.allsides.com/news-source/ohio-capital-journal-media-bias,ohiocapitaljournal.com
Oil City News,News Media,Center,https://www.allsides.com/news-source/oil-city-news-media-bias,oilcity.news
OilPrice.com,News Media,Center,https://www.allsides.com/news-source/oilpricecom-media-bias,oilprice.com
OKC Friday,News Media,Center,https://www.allsides.com/news-source/okc-friday-media-bias,okcfriday.com
Oklahoma Watch,News Media,Center,https://www.allsides.com/news-source/oklahoma-watch-media-bias,oklahomawatch.org
Omaha World-Herald,News Media,Center,https://www.allsides.com/news-source/omaha-world-herald-media-bias,omaha.com
One America News Network (OAN,News Media,Right,https://www.allsides.com/news-source/one-america-news-network-media-bias,oann.com
One Nation News,News Media,Center-Left,https://www.allsides.com/news-source/one-nation-news-media-bias,onenationnews.com
OpenSecrets.org,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/opensecretsorg,opensecrets.org
Orange County Register,News Media,Center-Right,https://www.allsides.com/news-source/orange-county-register,ocregister.com
Oregon Capital Chronicle,News Media,Center,https://www.allsides.com/news-source/oregon-capital-chronicle-media-bias,oregoncapitalchronicle.com
Oregon Capital Insider,News Media,Center,https://www.allsides.com/news-source/oregon-capital-insider-media-bias,oregoncapitalinsider.com
Oregon Public Broadcasting,News Media,Center,https://www.allsides.com/news-source/oregon-public-broadcasting-media-bias,opb.org
Orlando Sentinel,News Media,Center,https://www.allsides.com/news-source/orlando-sentinel-media-bias,orlandosentinel.com
Ottumwa Courier,News Media,Center,https://www.allsides.com/news-source/ottumwa-courier,ottumwacourier.com
Ottumwa Post,News Media,Center,https://www.allsides.com/news-source/ottumwa-post-media-bias,ottumwapost.com
Ouachita Citizen,News Media,Center,https://www.allsides.com/news-source/ouachita-citizen-media-bias,hannapub.com/ouachitacitizen
Our.News,News Media,Center,https://www.allsides.com/news-source/ournews-media-bias,our.news
Out,News Media,Left,https://www.allsides.com/news-source/out-media-bias,out.com
Out In Jersey,News Media,Center-Left,https://www.allsides.com/news-source/out-jersey-media-bias,outinjersey.net
OutKick,News Media,Center-Right,https://www.allsides.com/news-source/outkick-media-bias,outkick.com
Pacific Research Institute,Think Tank / Policy Group,Right,https://www.allsides.com/news-source/pacific-research-institute,pacificresearch.org
Pacific Standard,News Media,Center-Left,https://www.allsides.com/news-source/pacific-standard,psmag.com
Pahrump Valley Times,News Media,Center,https://www.allsides.com/news-source/pahrump-valley-times-media-bias,pvtimes.com
Paintsville Herald,News Media,Center,https://www.allsides.com/news-source/paintsville-herald-media-bias,paintsvilleherald.com
Palestine Herald-Press,News Media,Center,https://www.allsides.com/news-source/palestine-herald-press-media-bias,palestineherald.com
Palladium Magazine,News Media,Center,https://www.allsides.com/news-source/palladium-magazine-media-bias,palladiummag.com
Palm Beach News Central,News Media,Center,https://www.allsides.com/news-source/palm-beach-news-central-media-bias,palmbeachnewscentral.com
Palm Springs Desert Sun,News Media,Center,https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias,desertsun.com/news
Panola Watchman,News Media,Center,https://www.allsides.com/news-source/panola-watchman-media-bias,panolawatchman.com
Pantsuit Politics,Podcast,Center,https://www.allsides.com/news-source/pantsuit-politics-media-bias,pantsuitpoliticsshow.com
Park Record,News Media,Center,https://www.allsides.com/news-source/park-record-media-bias,parkrecord.com
Parkersburg News and Sentinel,News Media,Center,https://www.allsides.com/news-source/parkersburg-news-and-sentinel-media-bias,newsandsentinel.com
Pasadena Now,News Media,Center,https://www.allsides.com/news-source/pasadena-now-media-bias,pasadenanow.com/main
Pasadena Star-News,News Media,Center,https://www.allsides.com/news-source/pasadena-star-news-media-bias,pasadenastarnews.com
Patch.com,News Media,Center,https://www.allsides.com/news-source/patchcom-media-bias,patch.com
PBS NewsHour,News Media,Center-Left,https://www.allsides.com/news-source/pbs-newshour,pbs.org/newshour
Pea Ridge Times,News Media,Center,https://www.allsides.com/news-source/pea-ridge-times-media-bias,prt.nwaonline.com
Peacock Panache,News Media,Left,https://www.allsides.com/news-source/peacock-panache,peacock-panache.com
Peak of Ohio,News Media,Center,https://www.allsides.com/news-source/peak-ohio-media-bias,peakofohio.com
Peninsula Clarion,News Media,Center,https://www.allsides.com/news-source/peninsula-clarion,peninsulaclarion.com
Penn Live,News Media,Center,https://www.allsides.com/news-source/penn-live,pennlive.com
Pennsylvania Capital-Star,News Media,Center-Right,https://www.allsides.com/news-source/pennsylvania-capital-star-media-bias,penncapital-star.com
Pensacola News Journal,News Media,Center,https://www.allsides.com/news-source/pensacola-news-journal-media-bias,pnj.com
People,News Media,Center-Left,https://www.allsides.com/news-source/people-media-bias,people.com
People for the American Way,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/people-american-way,pfaw.org
People for the Ethical Treatment of Animals,,Center-Left,https://www.allsides.com/news-source/people-ethical-treatment-animals,peta.org
Peoria Journal Star,News Media,Center,https://www.allsides.com/news-source/peoria-journal-star-media-bias,pjstar.com
Persuasion,News Media,Center,https://www.allsides.com/news-source/persuasion-media-bias,persuasion.community
Pew Research Center,Reference,Center,https://www.allsides.com/news-source/pew-research,pewresearch.org
Philadelphia Gay News,News Media,Center-Left,https://www.allsides.com/news-source/philadelphia-gay-news-media-bias,epgn.com
Phoenix New Times,News Media,Center,https://www.allsides.com/news-source/phoenix-new-times-media-bias,phoenixnewtimes.com
Phys.org,News Media,Center,https://www.allsides.com/news-source/physorg,phys.org
Physicians for a National Health Program,Think Tank / Policy Group,Left,https://www.allsides.com/news-source/physicians-national-health-program,pnhp.org
Physicians for Life,News Media,Center-Right,https://www.allsides.com/news-source/physicians-life-media-bias,physiciansforlife.org
PinkNews,News Media,Left,https://www.allsides.com/news-source/pinknews-media-bias,thepinknews.com
Pioneer Press,News Media,Center,https://www.allsides.com/news-source/pioneer-press-media-bias,twincities.com
Pittsburgh Post-Gazette,News Media,Center,https://www.allsides.com/news-source/pittsburgh-post-gazette,post-gazette.com
Pittsburgh Tribune-Review,News Media,Center,https://www.allsides.com/news-source/pittsburgh-tribune-review-media-bias,triblive.com
PJ Media,News Media,Right,https://www.allsides.com/news-source/pj-media-media-bias,pjmedia.com
Plainsman,News Media,Center,https://www.allsides.com/news-source/plainsman-media-bias,plainsman.com
Plaquemines Gazette,News Media,Center,https://www.allsides.com/news-source/plaquemines-gazette-media-bias,plaqueminesgazette.com
Pod Save America,Podcast,Left,https://www.allsides.com/news-source/pod-save-america-media-bias,crooked.com/podcast-series/pod-save-america
Political Empathy Project,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/political-empathy-project-media-bias,politicalempathyproject.org
Politico,News Media,Center-Left,https://www.allsides.com/news-source/politico-media-bias,politico.com
Politico Playbook Daily Briefing,Podcast,Center-Left,https://www.allsides.com/news-source/politico-playbook-daily-briefing-media-bias,politico.com/podcasts/playbook-daily-briefing
PoliticsPA,News Media,Center-Left,https://www.allsides.com/news-source/politicspa-media-bias,politicspa.com
PoliticsPA,News Media,Center-Left,https://www.allsides.com/news-source/politics-pa-media-bias,politicspa.com
PoliticusUSA,News Media,Left,https://www.allsides.com/news-source/politicususa,politicususa.com
PolitiFact,Fact Check,Center-Left,https://www.allsides.com/news-source/politifact,politifact.com
Pope County Tribune,News Media,Center,https://www.allsides.com/news-source/pope-county-tribune-media-bias,pctribune.com
Port Aransas South Jetty News,News Media,Center,https://www.allsides.com/news-source/port-aransas-south-jetty-news-media-bias,portasouthjetty.com
Portland Press Herald,News Media,Center,https://www.allsides.com/news-source/portland-press-herarld,pressherald.com
Post Independent,News Media,Center,https://www.allsides.com/news-source/post-independent-media-bias,postindependent.com
Post Register,News Media,Center,https://www.allsides.com/news-source/post-register-media-bias,postregister.com
Post-Bulletin,News Media,Center,https://www.allsides.com/news-source/post-bulletin-media-bias,postbulletin.com
Poughkeepsie Journal,News Media,Center,https://www.allsides.com/news-source/poughkeepsie-journal-media-bias,poughkeepsiejournal.com
Poynter,News Media,Center,https://www.allsides.com/news-source/poynter-media-bias,poynter.org
Poynter Fact Check,Fact Check,Center,https://www.allsides.com/news-source/poynter-fact-check-media-bias,poynter.org/media-news/fact-checking
Prager University,Think Tank / Policy Group,Right,https://www.allsides.com/news-source/prager-university,prageru.com
Premier Christian News,News Media,Center-Left,https://www.allsides.com/news-source/premier-christian-news-media-bias,premierchristian.news
PRI (Public Radio International,News Media,Center,https://www.allsides.com/news-source/pri-public-radio-international,pri.org
ProCon.org,Dialogue & Debate,Center,https://www.allsides.com/news-source/proconorg,procon.org
Progressive Voices of Iowa,News Media,Left,https://www.allsides.com/news-source/progressive-voices-iowa,progressivevoicesofiowa.com
Project Veritas,News Media,Right,https://www.allsides.com/news-source/project-veritas-media-bias,projectveritas.com
ProPublica,News Media,Center-Left,https://www.allsides.com/news-source/propublica,propublica.org
PRRI,Reference,Center-Left,https://www.allsides.com/news-source/prri-media-bias,prri.org
Psych Central,News Media,Center,https://www.allsides.com/news-source/psych-central-media-bias,psychcentral.com
Psychology Today,News Media,Center,https://www.allsides.com/news-source/psychology-today-media-bias,psychologytoday.com/us
Public,News Media,Center,https://www.allsides.com/news-source/public-media-bias,public.substack.com
Public News Service,News Media,Center,https://www.allsides.com/news-source/public-news-service-media-bias,publicnewsservice.org
Public Opinion Strategies,Reference,Center-Right,https://www.allsides.com/news-source/public-opinion-strategies-media-bias,pos.org
Quartz,News Media,Center,https://www.allsides.com/news-source/quartz,qz.com
Queerty,News Media,Left,https://www.allsides.com/news-source/queerty-media-bias,queerty.com
Quillette,News Media,Center-Right,https://www.allsides.com/news-source/quillette-media-bias,quillette.com
Quinnipiac University,Reference,Center,https://www.allsides.com/news-source/quinnipiac-university,qu.edu
Qunnipiac University Poll,Reference,Center,https://www.allsides.com/news-source/qunnipiac-university-poll-media-bias,poll.qu.edu
Racket News,News Media,Center,https://www.allsides.com/news-source/racket-news-media-bias,racket.news
Radio Iowa,News Media,Center,https://www.allsides.com/news-source/radio-iowa-media-bias,radioiowa.com
RAND Corporation,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/rand-corporation,rand.org
Rapid City Journal,News Media,Center,https://www.allsides.com/news-source/rapid-city-journal-media-bias,rapidcityjournal.com
Rasmussen Reports,News Media,Center-Right,https://www.allsides.com/news-source/rasmussen-reports,rasmussenreports.com
Raw Story,News Media,Left,https://www.allsides.com/news-source/raw-story,rawstory.com
Reading Eagle,News Media,Center,https://www.allsides.com/news-source/reading-eagle-media-bias,readingeagle.com
RealClearPolitics,News Media,Center,https://www.allsides.com/news-source/real-clear-politics,realclearpolitics.com
Reason,News Media,Center-Right,https://www.allsides.com/news-source/reason,reason.com
Reason Foundation,Think Tank / Policy Group,Center-Right,https://www.allsides.com/news-source/reason-foundation,reason.org
Record Journal,News Media,Center,https://www.allsides.com/news-source/record-journal,myrecordjournal.com/home
Record-Courier,News Media,Center,https://www.allsides.com/news-source/record-courier-media-bias,recordcourier.com
Red Lake Nation News,News Media,Center,https://www.allsides.com/news-source/red-lake-nation-news-media-bias,redlakenationnews.com
Red Racing Horses,News Media,Right,https://www.allsides.com/news-source/red-racing-horses-media-bias,rrhelections.com
RedBlueDictionary.org,Reference,Center,https://www.allsides.com/news-source/redbluedictionary,redbluedictionary.org
redefinED,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/redefined,redefinedonline.org
Redlands Daily Facts,News Media,Center,https://www.allsides.com/news-source/redlands-daily-facts-media-bias,redlandsdailyfacts.com
RedState,News Media,Right,https://www.allsides.com/news-source/red-state,redstate.com
Reductress,Humor & Satire,Center-Left,https://www.allsides.com/news-source/reductress-media-bias,reductress.com
Refinery29,News Media,Left,https://www.allsides.com/news-source/refinery29-media-bias,refinery29.com
Register Citizen,News Media,Center-Left,https://www.allsides.com/news-source/register-citizen-media-bias,registercitizen.com
Relevant Magazine,News Media,Center-Left,https://www.allsides.com/news-source/relevant-magazine-media-bias,relevantmagazine.com
Religion News Service,News Media,Center,https://www.allsides.com/news-source/religion-news-service-media-bias,religionnews.com
Reno News & Review,News Media,Center,https://www.allsides.com/news-source/reno-news-review-media-bias,renonr.com
Republican Party,Think Tank / Policy Group,Center-Right,https://www.allsides.com/news-source/republican-party,gop.com
Respect + Rebellion,Dialogue & Debate,Center,https://www.allsides.com/news-source/respect-rebellion-media-bias,respectandrebellion.com
Reuters,News Media,Center,https://www.allsides.com/news-source/reuters,reuters.com
Reuters Fact Check,Fact Check,Center,https://www.allsides.com/news-source/reuters-fact-check-media-bias,reuters.com/fact-check
Revolver News,News Media,Right,https://www.allsides.com/news-source/revolver-news-media-bias,revolver.news
Richardson Today,News Media,Center,https://www.allsides.com/news-source/richardson-today-media-bias,richardsontoday.com
Richland Source,News Media,Center,https://www.allsides.com/news-source/richland-source-media-bias,richlandsource.com
Richmond Times Dispatch,News Media,Center-Right,https://www.allsides.com/news-source/richmond-times-dispatch,richmond.com
Right Side News,News Media,Right,https://www.allsides.com/news-source/right-side-news,rightsidenews.com
Right Wing News,News Media,Right,https://www.allsides.com/news-source/right-wing-news,rightwingnews.com
Ripon Commonwealth Press,News Media,Center,https://www.allsides.com/news-source/ripon-commonwealth-press-media-bias,riponpress.com
Risen Magazine,News Media,Center,https://www.allsides.com/news-source/risen-magazine-media-bias,risenmagazine.com
Rockwall Herald Banner,News Media,Center,https://www.allsides.com/news-source/rockwall-herald-banner-media-bias,rockwallheraldbanner.com
Rogue River Press,News Media,Center,https://www.allsides.com/news-source/rogue-river-press-media-bias,rogueriverpress.com
Roll Call,News Media,Center,https://www.allsides.com/news-source/roll-call-media-bias,rollcall.com
RollingStone.com,News Media,Left,https://www.allsides.com/news-source/rolling-stone,rollingstone.com
RT,News Media,Center-Right,https://www.allsides.com/news-source/rt,rt.com
Ruston Daily Leader,News Media,Center,https://www.allsides.com/news-source/ruston-daily-leader,rustonleader.com
Rutland Herald,News Media,Center,https://www.allsides.com/news-source/rutland-herald-media-bias,rutlandherald.com
Ryan Long,Humor & Satire,Center-Right,https://www.allsides.com/news-source/ryan-long-media-bias,ryanlongcomedy.com
Salem News,News Media,Center,https://www.allsides.com/news-source/salem-news-media-bias,salemnews.net
Salina Journal,News Media,Center,https://www.allsides.com/news-source/salina-journal-media-bias,salina.com
Salon,News Media,Left,https://www.allsides.com/news-source/salon,salon.com
